Asilabilir_Engel_Seviyesi,Haritalandirma,Hazne_Kapasitesi,Uygulama_Uzerinden_Kontrol,Yer_Silme_Ozelligi,Calisma_Modu_Sayisi,Ozellik,Sarjli_Kullanim_Suresi,url,price
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//philips/homerun-sezgisel-kullanim-ultra-yuksek-emis-gucu-3000-serisi-yeni-aqua-akilli-robot-supurge-p-785307376?boutiqueId=61&merchantId=881452,21799.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747421?boutiqueId=61&merchantId=409995,32999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772856403?boutiqueId=61&merchantId=409995,27999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//philips/3000-series-aqua-islak-kuru-ozellikli-ozel-seri-robot-supurge-p-762372801?boutiqueId=61&merchantId=409995,22199.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//thomas/twin-t2-aquafilter-temizlik-robotu-p-48514569?boutiqueId=61&merchantId=140111,49980.0
1 ,Yok,500-1000,Var,Yok,3,Robot,120,https://www.trendyol.com//tcl/sweeva-2000-kit-p-381474139?boutiqueId=61&merchantId=786505,1390.0
2,Lazer,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//hutt/w66-su-hazneli-cam-temizleme-robotu-p-309734207?boutiqueId=61&merchantId=231861,24995.0
2,Lazer,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/s9-robot-vacuum-cleaner-akilli-robot-supurge-siyah-p-109539477?boutiqueId=61&merchantId=480591,12750.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lura/wipe-n-clean-akilli-cop-istasyonlu-robot-supurge-p-217115584?boutiqueId=61&merchantId=528101,15750.0
2 ,Lazer ,250-500,Var,Yok,3,Robot,120,https://www.trendyol.com//botslab/360-s10-vacuum-mop-cleaner-akilli-robot-supurge-p-713078935?boutiqueId=61&merchantId=201140,127178.0
2 ,Yok,250-500,Yok,Yok,3,Robot,60 - 120,https://www.trendyol.com//irobat/akilli-temizlik-robotu-p-2701451?boutiqueId=61&merchantId=112997,5999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//umie/umie-ls5-max2200-vakumlu-6400mah-yuksek-emisli-akilli-robot-supurge-p-110395788?boutiqueId=61&merchantId=825144,11500.0
3 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//easytekno/tcl-sweeva-6500m-mop-rob-supurge-dustbox-p-731103333?boutiqueId=61&merchantId=428184,10500.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772857177?boutiqueId=61&merchantId=409995,229999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/yeni-aqua-islak-kuru-ve-mop-ozellikli-ultra-emis-gucu-180dk-calisma-sureli-premium-robot-supurge-p-785232192?boutiqueId=61&merchantId=825207,34999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747541?boutiqueId=61&merchantId=409995,317999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-serisi-islak-kuru-beyaz-istasyonlu-robot-supurge-4000-pa-sert-zemin-ve-haliya-uygun-p-762923666?boutiqueId=61&merchantId=197550,19999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//icotech/f10-max-plus-robot-firca-p-780367650?boutiqueId=61&merchantId=851340,299.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//icotech/f10-max-plus-4-lu-toz-torbasi-p-778944364?boutiqueId=61&merchantId=851340,399.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//icotech/f10-max-plus-robot-supurge-hepa-filtre-p-777664021?boutiqueId=61&merchantId=851340,299.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//icotech/f10-max-plus-2-li-standart-paspas-bezi-p-774457246?boutiqueId=61&merchantId=851340,299.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//icotech/f10-max-plus-2-li-titresimli-paspas-bezi-p-774454946?boutiqueId=61&merchantId=851340,299.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//icotech/f10-max-plus-uyumlu-yan-firca-p-774452337?boutiqueId=61&merchantId=851340,199.0
2 ,Lazer ,250-500,Var,Yok,3,Robot,120,https://www.trendyol.com//tcl/sweeva-6000-siyah-robot-supurge-turkiye-garantili-p-745264742?boutiqueId=61&merchantId=428184,10500.0
1 ,Yok,0-250,Var,Yok,3,Robot,120,https://www.trendyol.com//luxell/fast-fryer-xl-fritoz-black-silver-5-5-litre-air-fryer-fastcook-colour-series-p-749691298?boutiqueId=61&merchantId=127066,2609.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//hiking/robot-supurge-p-736489163?boutiqueId=61&merchantId=487417,6900.0
1 ,Yok,0-250,Var,Yok,3,Robot,120,https://www.trendyol.com//luxell/fastfryer-xl-5-5-litre-yagsiz-fritoz-airfryer-p-720163955?boutiqueId=61&merchantId=190996,3501.0
1 ,Yok,0-250,Var,Yok,3,Robot,120,https://www.trendyol.com//luxell/fast-fryer-xl-fritoz-black-rose-5-5-litre-air-fryer-fastcook-colour-series-p-720152568?boutiqueId=61&merchantId=127066,2609.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//asimoglu/fantom-galaxy-xy38-robot-supurge-beyaz-p-310899783?boutiqueId=61&merchantId=287746,129975.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//asimoglu/fantom-galaxy-xy38-robot-supurge-p-259145198?boutiqueId=61&merchantId=246648,142059.0
2 ,Jiroskop ,250-500,Var,Yok,2,Robot,60 - 120,https://www.trendyol.com//redline/robored-g1-robot-supurge-p-123395161?boutiqueId=61&merchantId=417178,6000.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//redline/robored-g2-akilli-robot-supurge-ates-olcer-hediyeli-p-118986232?boutiqueId=61&merchantId=417178,7793.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//hobot/legee-688-supurge-paspas-4-u-1-arada-p-72450016?boutiqueId=61&merchantId=167560,89999.0
2 ,Lazer ,0-250,Var,Yok,3,Robot,60 - 120,https://www.trendyol.com//vactidy/nimble-t6-robot-supurge-2000pa-guclu-emis-otomatik-kendiliginden-sarj-uygulamali-p-782356463?boutiqueId=61&merchantId=262598,11468.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/v5-akilli-robot-supurge-1-yil-garanti-hediye-p-341884970?boutiqueId=61&merchantId=455417,95441.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/islak-kuru-moplu-siyah-robot-supurge-4000-pa-sert-zemin-ve-haliya-uygun-siyah-p-759220207?boutiqueId=61&merchantId=409995,16199.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//karcher/nt-70-2-me-classic-islak-kuru-elektrikli-supurge-2300-wat-p-44815717?boutiqueId=61&merchantId=110087,14450.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-7000-seri-aqua-islak-kuru-ve-mop-ozellikli-ultra-emis-gucu-premium-robot-supurge-siyah-p-785231732?boutiqueId=61&merchantId=825207,34999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778025492?boutiqueId=61&merchantId=409995,212999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-4000-watt-p-777944393?boutiqueId=61&merchantId=409995,219999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747455?boutiqueId=61&merchantId=409995,326999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747229?boutiqueId=61&merchantId=409995,329999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747094?boutiqueId=61&merchantId=409995,333999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747092?boutiqueId=61&merchantId=409995,335999.0
3 ,Lazer ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//grundig/robot-supurge-beyaz-li-on-p-772858773?boutiqueId=61&merchantId=409995,96999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//philips/aqua-islak-kuru-ozellikli-ozel-seri-robot-supurge-beyaz-p-762373371?boutiqueId=61&merchantId=409995,24999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//hobot/legee-d8-robot-supurge-paspas-p-738442890?boutiqueId=61&merchantId=167560,219999.0
2,Lazer,250-500,Var,Var,3,Toz Torbalı,120,https://www.trendyol.com//arcelik/arac-kiti-p-101219436?boutiqueId=61&merchantId=667835,159.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778025596?boutiqueId=61&merchantId=409995,21999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778025488?boutiqueId=61&merchantId=409995,21999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-p-778021275?boutiqueId=61&merchantId=409995,21999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747786?boutiqueId=61&merchantId=409995,32999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747663?boutiqueId=61&merchantId=409995,32999.0
3 ,Lazer ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//grundig/robot-supurge-beyaz-li-on-p-772858987?boutiqueId=61&merchantId=409995,9999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772857813?boutiqueId=61&merchantId=409995,259999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772857157?boutiqueId=61&merchantId=409995,28599.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772857021?boutiqueId=61&merchantId=409995,29499.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772856935?boutiqueId=61&merchantId=409995,29499.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772856437?boutiqueId=61&merchantId=409995,29499.0
4+ ,Lazer ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/3000-serisi-aqua-robot-supurge-beyaz-p-762670928?boutiqueId=61&merchantId=409995,21999.0
2 ,Yok,250-500,Yok,Var,3,Robot,120,https://www.trendyol.com//grundig/robot-supurge-p-759169044?boutiqueId=61&merchantId=409995,9499.0
2 ,Jiroskop ,1000-1500,Var,Var,3,Robot,120,https://www.trendyol.com//acekool/robot-elektrikli-supurge-p-767132452?boutiqueId=61&merchantId=262598,9999.0
1 ,Lazer ,250-500,Var,Var,3,Toz Torbalı,30 - 60,https://www.trendyol.com//turkan-sanat-evi/arcelik-imperium-robo-3-0-rs-9131-uyumlu-robot-supurge-toz-torbasi-p-785880629?boutiqueId=61&merchantId=885777,190.0
2 ,Lazer ,0-250,Yok,Var,3,Robot,60 - 120,https://www.trendyol.com//vactidy/t7-robot-supurge-ve-paspas-kombinasyonu-wifi-uygulama-alexa-siri-kontrolu-p-782345654?boutiqueId=61&merchantId=262598,11899.0
1 ,Yok,500-1000,Var,Yok,3,Robot,120,https://www.trendyol.com//sunsmai/otomatik-su-puskurtmeli-akilli-cam-temizleyici-swlr0001-p-781218387?boutiqueId=61&merchantId=122175,142390.0
1 ,Yok,500-1000,Var,Yok,3,Robot,120,https://www.trendyol.com//sunsmai/otomatik-su-puskurtmeli-akilli-cam-temizleyici-p-781218350?boutiqueId=61&merchantId=122175,163780.0
1 ,Yok,500-1000,Var,Yok,3,Robot,120,https://www.trendyol.com//alfabot/x7-akilli-cam-temizleme-robotu-otomatik-su-puskurtmeli-p-780966654?boutiqueId=61&merchantId=122175,179600.0
1 ,Yok,500-1000,Var,Yok,3,Robot,120,https://www.trendyol.com//alfabot/x8-pencere-temizleme-robotu-cift-su-puskurtmeli-p-780966400?boutiqueId=61&merchantId=122175,235270.0
1 ,Yok,500-1000,Var,Yok,3,Robot,120,https://www.trendyol.com//alfabot/x6-otomatik-akilli-pencere-temizleme-robotu-p-780966323?boutiqueId=61&merchantId=122175,126860.0
2 ,Lazer ,250-500,Var,Yok,3,Robot,120,https://www.trendyol.com//peak-shine/xc8349-01-aqua-plus-kablosuz-sarjli-dik-supurge-80-dakika-kullanim-suresi-islak-ve-kuru-kullanim-p-732423871?boutiqueId=61&merchantId=790096,186990.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//easytekno/tcl-sweeva-6000m-mop-akilli-robot-supurge-p-731103478?boutiqueId=61&merchantId=428184,10500.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//easytekno/vestel-v-bot-pro-robot-supurge-p-731103357?boutiqueId=61&merchantId=357693,13449.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//easytekno/viomi-v5-akilli-robot-supurge-p-731103352?boutiqueId=61&merchantId=893858,9300.0
2 ,Lazer ,250-500,Var,Yok,3,Robot,120,https://www.trendyol.com//peak-shine/et11200-supurgec-e-max-sarjli-dik-supurge-p-727711905?boutiqueId=61&merchantId=265496,5295.0
1 ,Yok,0-250,Yok,Var,3,Robot,120,https://www.trendyol.com//ssmobil/ezere-premium-cam-pencere-temizleme-robotu-fayans-yuzey-dusakabin-temizleme-robotu-p-706532323?boutiqueId=61&merchantId=114331,49990.0
3 ,Kamera ,1000-1500,Var,Var,2,Sulu,120,https://www.trendyol.com//einhell/te-vc-18-li-solo-akulu-supurge-p-464894375?boutiqueId=61&merchantId=147735,2999.0
3 ,Kamera ,1000-1500,Var,Var,2,Sulu,120,https://www.trendyol.com//blc/hepa-13-filtre-philips-maraton-supurge-ile-uyumlu-p-410841694?boutiqueId=61&merchantId=200498,135.0
2 ,Lazer ,500-1000,Var,Yok,3,Robot,60 - 120,https://www.trendyol.com//everybot/edge-guclu-otonom-akilli-robot-paspas-p-341319260?boutiqueId=61&merchantId=122175,164290.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//everybot/edge-mocha-guclu-otonom-akilli-robot-paspas-p-341293113?boutiqueId=61&merchantId=122175,164290.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//ally-mobile/cam-pencere-silme-fayans-yuzey-temizleme-robotu-p-91115830?boutiqueId=61&merchantId=114331,67436.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//ally-mobile/cam-pencere-yuzey-temizleme-robotu-p-89067759?boutiqueId=61&merchantId=150070,57919.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//dremel/sahin-elk-dreame-robot-vacuum-mop-f9-p-743979991?boutiqueId=61&merchantId=803479,9999.0
1 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//hellove/isme-ozel-etiket-mop-2-lite-xiaomi-robot-supurge-siyah-dekoratif-supurge-stickerr-p-641800386?boutiqueId=61&merchantId=116512,1999.0
1 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//hellove/supurge-sticker-mop-2-lite-xiaomi-cicekli-robot-supurge-siyah-dekoratif-supurge-sticker-p-641793505?boutiqueId=61&merchantId=116512,1999.0
1 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//hellove/supurge-koruyucu-xiaomi-vacuum-mop-2-lite-beyaz-yuzey-sticker-cizilme-onleyici-etiket-maskeleyici-p-641726139?boutiqueId=61&merchantId=116512,1999.0
1 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//hellove/supurge-koruyucu-xiaomi-vacuum-mop-pro-siyah-yuzey-sticker-cizilme-onleyici-etiket-maskeleyici-p-467758630?boutiqueId=61&merchantId=116512,1999.0
1 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//hellove/supurge-koruyucu-xiaomi-vacuum-mop-2c-siyah-yuzey-sticker-cizilme-onleyici-etiket-maskeleyici-p-402058801?boutiqueId=61&merchantId=116512,1999.0
1 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//hellove/sticker-etiket-cicekli-robot-supurge-etiketi-xiaomi-mi-vacuum-mop-1c-2-in-1-robot-supurge-etiketi-p-376568605?boutiqueId=61&merchantId=116512,1999.0
1 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//hellove/cicekli-robot-supurge-etiketi-xiaomi-mi-vacuum-mop-2c-akilli-robot-supurge-ve-paspas-dekoratif-stick-p-376452044?boutiqueId=61&merchantId=116512,1999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//beko/rs-8121-robot-supurge-p-678310347?boutiqueId=61&merchantId=697481,16999.0
1 ,Yok,0-250,Yok,Yok,3,Robot,0 - 30,https://www.trendyol.com//pensil/penbot-a-cam-ve-fayans-temizleme-robotu-p-49757513?boutiqueId=61&merchantId=128057,6749.0
3 ,Kamera ,1000-1500,Var,Var,2,Sulu,120,https://www.trendyol.com//sinbo/svc-8603-elektrikli-supurge-siyah-p-373924259?boutiqueId=61&merchantId=116188,21582.0
1 ,Yok,0-250,Yok,Yok,1,Robot,30 - 60,https://www.trendyol.com//viomi/adaptor-v5pro-p-730672318?boutiqueId=61&merchantId=817652,874.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/pro-robot-supurge-beyaz-1-yil-ek-garanti-hediye-p-650123328?boutiqueId=61&merchantId=197550,16599.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/pro-robot-supurge-beyaz-1-yil-ek-garanti-hediye-p-650123294?boutiqueId=61&merchantId=197550,16599.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778026497?boutiqueId=61&merchantId=409995,21999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-4000-watt-p-778022727?boutiqueId=61&merchantId=409995,19999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-4000-watt-p-778022078?boutiqueId=61&merchantId=409995,21999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-p-778021767?boutiqueId=61&merchantId=409995,21999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777748088?boutiqueId=61&merchantId=409995,32999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747821?boutiqueId=61&merchantId=409995,32999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772857832?boutiqueId=61&merchantId=409995,279999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772857169?boutiqueId=61&merchantId=409995,294999.0
3 ,Yok,0-250,Yok,Yok,2,Robot,30 - 60,https://www.trendyol.com//robotta/irobot-roomba-606-robot-irobot-romba-606-robot-supurge-p-104875130?boutiqueId=61&merchantId=426015,125430.0
2 ,Lazer ,250-500,Var,Var,3,Sulu,120,https://www.trendyol.com//xiomi/mi-robot-vacuum-mop-2-pro-robot-supurge-ve-paspas-beyaz-p-765879367?boutiqueId=61&merchantId=689339,11399.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-4000-watt-p-778021577?boutiqueId=61&merchantId=409995,21999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772857108?boutiqueId=61&merchantId=409995,29599.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/evrekala-shop-islak-kuru-robot-supurge-philips-lazer-230-dk-yetkili-satici-evrekala-p-763415721?boutiqueId=61&merchantId=495689,232240.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/islak-kuru-moplu-istasyonlu-robot-supurge-4000-pa-sert-zemin-ve-haliya-uygun-p-759222072?boutiqueId=61&merchantId=455417,278441.0
3 ,Yok,0-250,Yok,Var,3,Robot,120,https://www.trendyol.com//teknoexpress/smart-w302-vacuum-okul-ofis-ev-cam-pencere-temizleme-robotu-cam-silme-fayans-yuzey-temizleme-robotu-p-299490574?boutiqueId=61&merchantId=678867,5952.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//ilife/v8s-akilli-supurge-p-52915305?boutiqueId=61&merchantId=190712,71111.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/lazer-tarayici-150-m2-temizilik-homerun-3000-serisi-islak-kuru-robot-supurge-beyaz-p-781218651?boutiqueId=61&merchantId=881452,21799.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-3000-serisi-islak-kuru-lazer-haritalandirma-yuksek-emis-gucu-robot-supurge-beyaz-p-781218609?boutiqueId=61&merchantId=881452,21799.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/s1-uv-ve-ozon-sterilizasyonlu-akilli-robot-supurge-ve-paspas-siyah-turkiye-garantili-p-279899077?boutiqueId=61&merchantId=217399,16999.0
1 ,Yok,0-250,Var,Yok,3,Robot,120,https://www.trendyol.com//hiking/yeni-nesil-hiking-hpl-12-robot-supurge-hiking-turkiye-p-758034836?boutiqueId=61&merchantId=376856,9399.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//alya/g-robot-supurge-al163-kathya-white-p-186877280?boutiqueId=61&merchantId=433925,5709.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//hobot/legee-7-supurge-paspas-4-u-1-arada-p-178748584?boutiqueId=61&merchantId=167560,149999.0
3 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-5000-watt-p-777742994?boutiqueId=61&merchantId=409995,34999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//philips/3000-series-aqua-islak-kuru-ozellikli-ozel-seri-robot-supurge-beyaz-p-762372992?boutiqueId=61&merchantId=409995,21999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778030842?boutiqueId=61&merchantId=409995,21999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-4000-watt-p-778022743?boutiqueId=61&merchantId=409995,199999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-4000-watt-p-778022651?boutiqueId=61&merchantId=409995,21999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-p-778021818?boutiqueId=61&merchantId=409995,21999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777748310?boutiqueId=61&merchantId=409995,32999.0
3 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777743661?boutiqueId=61&merchantId=409995,34999.0
3 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777743539?boutiqueId=61&merchantId=409995,34999.0
3 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-5000-watt-p-777743503?boutiqueId=61&merchantId=409995,34999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772857431?boutiqueId=61&merchantId=409995,28499.0
1 ,Yok,0-250,Var,Yok,3,Robot,120,https://www.trendyol.com//hiking/yeni-nesil-hiking-hpl-13-cop-kovali-robot-supurge-hiking-turkiye-beyaz-p-758058880?boutiqueId=61&merchantId=419321,10400.0
2 ,Lazer ,500-1000,Var,Yok,3,Robot,60 - 120,https://www.trendyol.com//mamibot/w120-t-pencere-temizleme-robotu-vakum-p-341321543?boutiqueId=61&merchantId=122175,167880.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-series-aqua-islak-ve-kuru-robot-supurge-beyaz-p-772856306?boutiqueId=61&merchantId=409995,27999.0
2 ,Lazer ,250-500,Yok,Var,1,Robot,120,https://www.trendyol.com//tecbot/m1-4in1-akilli-robot-supurge-p-220060983?boutiqueId=61&merchantId=539952,9400.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//elexo/zk901-islak-kuru-lidar-sensorlu-robot-supurge-p-131445750?boutiqueId=61&merchantId=132763,9300.0
