Asilabilir_Engel_Seviyesi,Haritalandirma,Hazne_Kapasitesi,Uygulama_Uzerinden_Kontrol,Yer_Silme_Ozelligi,Calisma_Modu_Sayisi,Ozellik,Sarjli_Kullanim_Suresi,url,price
3 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777742511?boutiqueId=61&merchantId=475260,25150.0
2 ,Lazer ,500-1000,Var,Var,1,Robot,120,https://www.trendyol.com//arnica/sil-supur-robot-supurge-p-225928387?boutiqueId=61&merchantId=428844,21999.0
4+ ,Kamera ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//ecovacs/deebot-slim2-robot-supurge-p-762941450?boutiqueId=61&merchantId=107439,5709.0
4+ ,Jiroskop ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//360/botslab-c50-vacuum-mop-kumandali-akilli-robot-supurge-p-780472058?boutiqueId=61&merchantId=138468,5999.0
2 ,Jiroskop ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//yeedi/mop-station-akilli-mop-istasyonlu-robot-vacuum-robot-supurge-2500pa-3500-ml-0-57-l-hazne-p-666128820?boutiqueId=61&merchantId=455417,188731.0
2 ,Lazer ,250-500,Var,Var,1,Robot,120,https://www.trendyol.com//karcher/rcv5-robot-supurge-p-675742403?boutiqueId=61&merchantId=109693,20979.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//arcelik/rs-9034-hm-robot-supurge-p-101749470?boutiqueId=61&merchantId=109527,14999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//hobot/368-cam-temzileme-fayans-silme-robotu-cep-telefonu-uygulamasi-ve-uzaktan-kumanda-p-66425674?boutiqueId=61&merchantId=167560,109999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//fakir/robert-rs-730-robot-supurge-p-752971163?boutiqueId=620489&merchantId=968,10176.0
2 ,Jiroskop ,0-250,Var,Yok,3,Robot,60 - 120,https://www.trendyol.com//irobot/roomba-i5-robot-supurge-p-680433707?boutiqueId=61&merchantId=222627,12899.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//homend/alex-laser-1282h-moplu-ve-haritalamali-akilli-robot-supurge-2023-model-siyah-p-148999959?boutiqueId=61&merchantId=230835,8999.0
3 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-7000-yeni-serisi-3-u-1-arada-islak-kuru-ve-moplu-ultra-yuksek-emis-gucu-robot-supurge-p-776683064?boutiqueId=61&merchantId=825207,44899.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/s1-max-uv-ve-ozon-sterilizasyonlu-8000-pa-yapay-zeka-akilli-robot-supurge-p-769582222?boutiqueId=61&merchantId=217399,19999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//sunny/hero-sn7rbt01-moplu-akilli-robot-supurge-p-203892021?boutiqueId=61&merchantId=149670,8990.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/lazer-ve-lds-lidar-tarama-cift-katmanli-kompozit-paspas-ultra-guc-mihome-uygulamasi-robot-supurge-p-784357383?boutiqueId=61&merchantId=881452,193705.0
3 ,Yok,0-250,Var,Yok,3,Robot,120,https://www.trendyol.com//tcl/sweeva2000-robot-supurge-siyah-turkiye-garantili-p-218355746?boutiqueId=61&merchantId=277121,6199.0
4+ ,Lazer ,0-250,Var,Yok,3,Robot,60 - 120,https://www.trendyol.com//irobot/roomba-j7-robot-supurge-p-300462533?boutiqueId=61&merchantId=230167,17799.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/wi-fi-akilli-kontrol-lidar-tarama-8000pa-yuksek-guc-mi-robot-robot-supurge-p-779517505?boutiqueId=61&merchantId=881452,21769.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//karaca/homend-alex-laser-akilli-robot-supurge-beyaz-p-161228679?boutiqueId=61&merchantId=807424,15000.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//dreame/vacuum-bot-l10-pro-robot-supurge-turkiye-garantili-p-109753248?boutiqueId=61&merchantId=540545,15999.0
1 ,Yok,0-250,Yok,Yok,2,Şarjlı / El,30 - 60,https://www.trendyol.com//tamamelek/kumandali-ev-temizligi-robot-supurge-p-412370153?boutiqueId=61&merchantId=253966,2100.0
2 ,Yok,250-500,Var,Var,2,Robot,120,https://www.trendyol.com//beko/rs-2221-robot-supurge-p-774753116?boutiqueId=61&merchantId=310008,8250.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//irobot/braava-jet-m6-robot-paspas-beyaz-p-256044166?boutiqueId=61&merchantId=222627,19999.0
4+ ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//roborock/q5-pro-robot-supurge-p-784479646?boutiqueId=61&merchantId=287341,20849.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-vacuum-mop-pro-robot-supurge-ve-paspas-siyah-p-176743936?boutiqueId=61&merchantId=601117,12999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/islak-ve-kuru-istasyonlu-robot-supurge-otomatik-bosaltma-istasyonlu-p-759164516?boutiqueId=61&merchantId=153143,305606.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//yui/s7-nomopzone-ozellikli-akilli-robot-vacuum-mop-supurge-siyah-yui-turkiye-garantili-p-645207128?boutiqueId=61&merchantId=836456,10699.0
3 ,Kamera ,0-250,Var,Var,2,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-p-740046411?boutiqueId=61&merchantId=240825,11100.0
2 ,Kamera ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//arcelik/imperium-robo-3-0-robot-supurge-premium-wi-fi-baglantisi-p-773321606?boutiqueId=61&merchantId=409995,23299.0
2,Lazer,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//hellove/supurge-koruyucu-xiaomi-vacuum-mop-2-pro-plus-siyah-yuzey-sticker-cizilme-onleyici-etiket-maskeleyic-p-467494533?boutiqueId=61&merchantId=116512,1999.0
2 ,Yok,250-500,Var,Var,1,Robot,30 - 60,https://www.trendyol.com//yeedi/vac-max-beyaz-renk-akilli-robot-supurge-ve-paspas-resmi-distributor-garantili-p-283933787?boutiqueId=61&merchantId=825144,6299.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//dreame/d10s-plus-akilli-robot-supurge-p-744057809?boutiqueId=61&merchantId=108796,17499.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-7000-serisi-3-u-1-arada-5000pa-ultra-yuksek-emis-gucu-robot-supurge-mop-p-778531881?boutiqueId=61&merchantId=530549,33023.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//omix/omix-mixbot-plus-robot-supurge-siyah-p-299670514?boutiqueId=61&merchantId=205669,5484.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-8000pa-akilli-robot-supurge-dunyanin-en-guclu-robot-supurgesi-p-691076663?boutiqueId=61&merchantId=566427,14899.0
2 ,Kamera ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-ultra-akilli-robot-supurge-ve-paspas-siyah-2022-model-p-273967496?boutiqueId=61&merchantId=601117,11149.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//karaca/vantuz-off-road-rs007-2in1-vacumm-and-mop-p-782881732?boutiqueId=61&merchantId=900265,14000.0
1 ,Lazer ,500-1000,Var,Yok,3,Robot,60 - 120,https://www.trendyol.com//eufy/anker-eufy-robovac-15c-akilli-robot-supurge-coklu-temizleme-modu-0-6l-hazne-100dk-sure-p-753326665?boutiqueId=61&merchantId=262598,9987.0
2 ,Lazer ,250-500,Var,Yok,3,Robot,120,https://www.trendyol.com//trident/t22s-pro-cop-kovali-robot-supurge-beyaz-2-1-3-yil-uretici-garantili-p-743393604?boutiqueId=61&merchantId=376856,10999.0
1 ,Lazer ,0-250,Yok,Var,3,Robot,30 - 60,https://www.trendyol.com//karaca/vantuz-off-road-premium-3in1-otomatik-toz-hazneli-konusan-robot-supurge-p-770136264?boutiqueId=61&merchantId=711227,19799.0
2 ,Lazer ,1500+,Var,Var,3,Robot,120,https://www.trendyol.com//beko/robot-supurge-p-729666611?boutiqueId=61&merchantId=873627,17499.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//hoover/h-go-300-hydro-2si-1-arada-akilli-robot-supurge-ve-paspas-siyah-p-137557820?boutiqueId=61&merchantId=455417,115441.0
2 ,Jiroskop ,250-500,Var,Var,2,Robot,120,https://www.trendyol.com//yeedi/mop-station-beyaz-renk-akilli-robot-supurge-ve-paspas-resmi-distributor-garantili-p-356501270?boutiqueId=61&merchantId=866034,14449.0
2 ,Yok,500-1000,Var,Yok,1,Robot,60 - 120,https://www.trendyol.com//irobot/roomba-693-akilli-robot-supurge-p-153791356?boutiqueId=61&merchantId=337950,11999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/r1-pro-cop-istasyonlu-akilli-robot-supurge-beyaz-turkiye-garantili-p-303038347?boutiqueId=61&merchantId=217399,12999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-serisi-islak-kuru-moplu-siyah-robot-supurge-4000-pa-sert-zemin-ve-haliya-uygun-p-759353274?boutiqueId=61&merchantId=614180,188889.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-akilli-robot-supurge-beyaz-1-yil-ek-garanti-hediye-p-639952912?boutiqueId=61&merchantId=197550,13599.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lenovo/robot-vacuum-cleaner-e1-p-62555785?boutiqueId=61&merchantId=269948,6999.0
2 ,Jiroskop ,250-500,Var,Yok,3,Robot,120,https://www.trendyol.com//tp-link/tapo-rv30-lidar-navigasyonlu-robot-supurge-ve-paspas-p-752608468?boutiqueId=61&merchantId=106934,9599.0
1 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//soultech/robot-vacuum-mop-siyah-akilli-robot-supurge-p-78211237?boutiqueId=61&merchantId=594255,5964.0
4+ ,Yok,0-250,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//karcher/rcv3eu-robot-supurge-p-670886420?boutiqueId=61&merchantId=109693,13979.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//electrolux/er61uw1dg-akilli-robot-supurge-p-754828197?boutiqueId=61&merchantId=129199,12950.0
1 ,Lazer ,0-250,Var,Yok,3,Robot,60 - 120,https://www.trendyol.com//karcher/karcher-rcv-3-robot-supurge-p-746761628?boutiqueId=61&merchantId=109514,19000.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//eufy/anker-robovac-lr30-hybrid-supurge-t2181-p-699219397?boutiqueId=61&merchantId=143549,13799.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//beko/rs-2221-robot-supurge-p-764729226?boutiqueId=61&merchantId=310008,8250.0
2,Lazer,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//hellove/supurge-koruyucu-xiaomi-vacuum-mop-2c-beyaz-yuzey-sticker-cizilme-onleyici-etiket-maskeleyici-p-401941059?boutiqueId=61&merchantId=116512,1999.0
3 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//cambot/win3030-otomatik-cam-silme-robotu-p-52403536?boutiqueId=61&merchantId=106230,7890.0
4+ ,Jiroskop ,500-1000,Var,Var,2,Robot,60 - 120,https://www.trendyol.com//karcher/rcv-3-robot-supurge-p-743399811?boutiqueId=61&merchantId=693141,14799.0
1 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//yeedi/istasyonlu-robot-vacuum-mop-supurge-2500pa-emis-3500-ml-su-ve-atik-deposu-p-753328442?boutiqueId=61&merchantId=262598,18999.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//philips/evrekala-shop-robot-supurge-philips-4000-pa-ekstra-guclu-yetkili-satici-evrekala-p-763417985?boutiqueId=61&merchantId=409995,15999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//arzum/ar4304-robotek-x4-lds-akilli-robot-supurge-siyah-p-286478499?boutiqueId=61&merchantId=765943,10599.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//beko/hm-robot-supurge-rs-8034-p-84589785?boutiqueId=61&merchantId=754840,14799.0
2 ,Lazer ,250-500,Var,Var,2,Robot,120,https://www.trendyol.com//viomi/s9-robot-vacuum-cleaner-akilli-robot-supurge-siyah-p-119055950?boutiqueId=61&merchantId=480591,12750.0
3 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-7000-serisi-islak-kuru-mop-ozelligi-ultra-yuksek-emis-gucu-aqua-istasyonlu-robot-supurge-p-773475549?boutiqueId=61&merchantId=153143,345489.0
2 ,Lazer ,500-1000,Var,Yok,3,Robot,120,https://www.trendyol.com//ttec/robi-pro-laseriq-teknolojili-japon-fircasiz-motorlu-akilli-robot-supurge-ve-paspas-p-339349440?boutiqueId=61&merchantId=642804,7800.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//philips/vp-3000-serisi-islak-kuru-moplu-beyaz-robot-supurge-4000-pa-0-35-litre-14-76-v-beyaz-p-758379810?boutiqueId=61&merchantId=455417,151441.0
2 ,Lazer ,1500+,Var,Var,3,Robot,120,https://www.trendyol.com//philips/islak-ve-kuru-temizlik-robotu-4000-pa-sert-zemin-ve-haliya-uygunxu3110-02-homerun-3000-serisi-aqua-p-759353146?boutiqueId=61&merchantId=531586,20000.0
2 ,Kamera ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//arcelik/imperium-robo-3-0-robot-supurge-premium-wi-fi-baglantisi-p-773319384?boutiqueId=61&merchantId=409995,23299.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//midea/m7-vacuum-and-mop-akilli-robot-supurge-p-55252944?boutiqueId=61&merchantId=885333,16998.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//electrolux/pure-i9-2-pi92-6dgm-57-v-li-ion-100dk-sarjli-robot-supurge-p-39576282?boutiqueId=61&merchantId=246502,8490.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//beko/rs-2221-robot-supurge-p-770230202?boutiqueId=61&merchantId=310008,8250.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//icotech/f10-max-plus-uyumlu-robot-supurge-yedek-parca-seti-p-777665323?boutiqueId=61&merchantId=851340,999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//beko/robo-x-2-0-rs-8121-robot-supurge-p-669792295?boutiqueId=61&merchantId=791389,13299.0
2 ,Jiroskop ,500-1000,Var,Yok,3,Robot,120,https://www.trendyol.com//redline/robored-g1-robot-supurge-p-119106904?boutiqueId=61&merchantId=460760,4359.0
3 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/islak-kuru-ve-mop-ozellikli-premium-robot-supurge-ultra-emis-gucu-lazer-navigasyon-180-dk-sure-p-778721945?boutiqueId=61&merchantId=825207,47589.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/r1-d-akilli-robot-supurge-ve-paspas-beyaz-turkiye-garantili-p-279813216?boutiqueId=61&merchantId=217399,9499.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//beko/robo-x-2-0-rs-8121-robot-supurge-p-647704073?boutiqueId=61&merchantId=593928,11399.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//ilife/v5s-pro-akilli-robot-supurge-kuru-ve-islak-temizleme-modu-p-32776887?boutiqueId=61&merchantId=190712,5499.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/islak-kuru-moplu-beyaz-robot-supurge-sert-zemin-ve-haliya-uygun-1-yil-ek-garantili-p-759143150?boutiqueId=61&merchantId=455417,156241.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/sonik-titresimle-olaganustu-temizlik-yeni-nesil-lds-lazer-navigasyon-sistem-mi-temizlik-robotu-2-pro-p-785469702?boutiqueId=61&merchantId=881452,16799.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//roborock/vacuum-cleanner-q8-max-plus-robot-supurge-siyah-p-778057992?boutiqueId=61&merchantId=149251,28919.0
3 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-5000-watt-p-777742770?boutiqueId=61&merchantId=409995,34999.0
1 ,Yok,0-250,Yok,Yok,3,Robot,60 - 120,https://www.trendyol.com//ximeijie/kumandali-ev-temizligi-robot-supurge-p-779998585?boutiqueId=61&merchantId=755844,1955.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun7100-serisi-islak-kuru-moplu-toz-toplama-istasyonlu-kendini-temizleyen-robot-supurge-5000-pa-p-766067636?boutiqueId=61&merchantId=455417,445441.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//bilicra/moby-akilli-robot-supurge-p-87300272?boutiqueId=61&merchantId=250852,6774.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-ultra-yuksek-emis-gucu-3100-serisi-otomatik-bosaltma-sistemi-islak-kuru-robot-supurge-beyaz-p-785310678?boutiqueId=61&merchantId=881452,29899.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//philips/homerun-sezgisel-kullanim-ultra-yuksek-emis-gucu-3000-serisi-yeni-aqua-akilli-robot-supurge-p-785308307?boutiqueId=61&merchantId=881452,21799.0
2 ,Jiroskop ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//grundig/yeni-seri-0-4-litre-vcr4230-robot-supurge-beyaz-300-ml-su-hepa-filtre-p-765380821?boutiqueId=61&merchantId=455417,83441.0
2 ,Kamera ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-p-129684660?boutiqueId=61&merchantId=601117,10999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//tcl/sweeva2000-robot-supurge-beyaz-turkiye-garantili-p-218336602?boutiqueId=61&merchantId=718143,7899.0
1 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//hellove/supurge-koruyucu-xiaomi-vacuum-mop-pro-beyaz-yuzey-sticker-cizilme-onleyici-etiket-maskeleyici-p-467761346?boutiqueId=61&merchantId=116512,1999.0
4 ,Jiroskop ,250-500,Var,Yok,3,Robot,120,https://www.trendyol.com//tp-link/tapo-rv30-plus-lidar-navigasyonlu-robot-supurge-ve-paspas-akilli-otomatik-bosaltma-unitesi-p-752608466?boutiqueId=61&merchantId=118442,12699.0
2 ,Yok,0-250,Yok,Yok,3,Robot,0 - 30,https://www.trendyol.com//teknoexpress/dusme-onleyici-cam-silme-robotu-dusakabin-ayna-cam-fayans-uzaktan-kumandali-temizleyici-p-299523963?boutiqueId=61&merchantId=678867,5953.0
3 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-7000-serisi-islak-kuru-mop-ozelligi-ultra-yuksek-emis-gucu-premium-robot-supurge-p-777110212?boutiqueId=61&merchantId=825207,44899.0
1 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//yeedi/vac-hybrid-beyaz-renk-akilli-robot-supurge-ve-paspas-p-753332474?boutiqueId=61&merchantId=455417,84676.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/r1-cop-istasyonlu-akilli-robot-supurge-ve-paspas-siyah-turkiye-garantili-p-90158701?boutiqueId=61&merchantId=217399,12499.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778030628?boutiqueId=61&merchantId=409995,21999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//mijia/cam-temizleme-robotu-cam-temizleme-robotu-cam-temizleme-aleti-hutt-ddc55-p-44177074?boutiqueId=61&merchantId=837989,9999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-serisi-islak-kuru-moplu-robot-supurge-4000-pa-ultra-emis-gucu-premium-200dk-pil-suresi-p-772533269?boutiqueId=61&merchantId=270030,20899.0
4 ,Yok,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//karcher/rcv5eu-robot-supurge-p-670253650?boutiqueId=61&merchantId=109693,21999.0
1 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-serisi-islak-kuru-moplu-siyah-robot-supurge-4000-pa-sert-zemin-ve-haliya-uygun-siyah-p-754200925?boutiqueId=61&merchantId=455417,156813.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//omix/omix-mixbot-pro-robot-supurge-siyah-p-300818955?boutiqueId=61&merchantId=266606,6600.0
2 ,Kamera ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-p-716500752?boutiqueId=61&merchantId=566427,15999.0
2 ,Kamera ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//arcelik/imperium-robo-3-0-robot-supurge-premium-wi-fi-baglantisi-p-773321027?boutiqueId=61&merchantId=409995,351999.0
3 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//philips/evrekala-shop-islak-kuru-robot-supurge-philips-lazer-teknolojisi-230-dk-yetkili-satici-evrekala-new-p-771231586?boutiqueId=61&merchantId=197550,16999.0
2,Lazer,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//ssmobil/ezere-otomatik-pencere-elektrikli-robot-temizleyici-cam-temizleme-akilli-kontrol-kumandali-silme-p-706626942?boutiqueId=61&merchantId=436830,49990.0
3 ,Kamera ,500-1000,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2c-robot-supurge-yeni-versiyon-p-646736921?boutiqueId=61&merchantId=449692,9888.0
1 ,Lazer ,1500+,Var,Yok,3,Dikey,120,https://www.trendyol.com//neutron/neutrobot-ketty-akilli-otonom-servis-robotu-p-684268209?boutiqueId=61&merchantId=107514,219000.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-akilli-robot-supurge-beyaz-1-yil-ek-garanti-hediye-p-639953816?boutiqueId=61&merchantId=197550,12999.0
1 ,Yok,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//hoover/h-go-300-hydro-2si1-arada-akilli-robot-supurge-supurme-ve-paspaslama-350-ml-hazne-120-dk-p-652187669?boutiqueId=61&merchantId=455417,115441.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/v3-vacuum-cleaner-lazer-sensor-robot-supurge-ve-paspas-p-255915766?boutiqueId=61&merchantId=841861,9499.0
2 ,Kamera ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//arcelik/imperium-robo-3-0-robot-supurge-premium-wi-fi-baglantisi-p-773313603?boutiqueId=61&merchantId=409995,334999.0
2 ,Yok,250-500,Var,Var,1,Robot,120,https://www.trendyol.com//trident/tpl24-robot-siyah-p-729711861?boutiqueId=61&merchantId=115591,6999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778025075?boutiqueId=61&merchantId=409995,215999.0
2 ,Lazer ,250-500,Var,Var,3,Sulu,120,https://www.trendyol.com//philips/lidar-tarama-istasyonlu-islak-kuru-temizlik-premium-homerun-otomatik-bosaltma-robot-supurge-p-779069168?boutiqueId=61&merchantId=881452,39899.0
3 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/robot-supurge-philips-islak-kuru-tum-zeminleri-silme-supurme-p-771593412?boutiqueId=61&merchantId=495689,242990.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-supurge-mop-2-pro-siyah-p-410717615?boutiqueId=61&merchantId=449692,9999.0
2 ,Lazer ,250-500,Var,Var,3,Sulu,120,https://www.trendyol.com//philips/islak-kuru-premium-homerun-7000-otomatik-bosaltma-anti-alerjik-robot-supurge-p-779416221?boutiqueId=61&merchantId=881452,39899.0
1 ,Lazer ,0-250,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//hoover/hg530h-011-hg5-2si-1-arada-akilli-robot-supurge-ve-paspas-p-758750280?boutiqueId=61&merchantId=178143,11799.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/3000pa-emis-olaganustu-temizlik-icin-hizli-paspaslama-mi-temizlik-robotu-2-pro-p-785474158?boutiqueId=61&merchantId=881452,16799.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-mop-2-pro-akilli-robot-supurge-beyaz-2022-yeni-model-mop-pro-2-beyaz-p-300139896?boutiqueId=61&merchantId=449692,10769.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lenovo/smart-robot-vacuum-cleaner-t1-p-62555845?boutiqueId=61&merchantId=121475,10799.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//karcher/rcv-5-silme-bezi-p-744422453?boutiqueId=61&merchantId=130672,330.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/robot-vacuum-s10-akilli-robot-supurge-p-732165418?boutiqueId=61&merchantId=4666,12399.0
2 ,Lazer ,0-250,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-akilli-robot-supurge-siyah-mi-band-6-akilli-saat-p-641304359?boutiqueId=61&merchantId=566427,14299.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//philips/robot-supurge-philips-ekstra-guclu-otomatik-siler-ve-supurur-p-767146270?boutiqueId=61&merchantId=409995,17499.0
3 ,Lazer ,1000-1500,Var,Var,3,Robot,120,https://www.trendyol.com//sahin/elk-dreame-xiaomi-vacuum-mop-d9-robot-supurge-d9-p-742617731?boutiqueId=61&merchantId=803479,10999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-siyah-p-650287516?boutiqueId=61&merchantId=564671,12999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778031482?boutiqueId=61&merchantId=409995,21999.0
